Date, scanner, mean_snr, mean_tsnr
2024-06-29, fmrif3td, 278.52, 167.26
2024-06-30, fmrif3td, 280.75, 166.9
2024-07-01, fmrif3td, 274.57, 165.29
2024-07-02, fmrif3td, 281.09, 161.33
2024-07-03, fmrif3td, 285.68, 164.29
2024-07-05, fmrif3td, 290.79, 168.06
2024-07-06, fmrif3td, 283.55, 157.12
2024-07-08, fmrif3td, 288, 158.5
2024-07-09, fmrif3td, 286.29, 168.12
2024-07-10, fmrif3td, 298.41, 178.35
2024-07-11, fmrif3td, 282.61, 169.05
2024-07-12, fmrif3td, 284.29, 161.76
2024-07-13, fmrif3td, 289.39, 169.05
2024-07-14, fmrif3td, 289.14, 168.26
2024-07-15, fmrif3td, 281.09, 172.48
2024-07-16, fmrif3td, 293.38, 168.76
2024-07-19, fmrif3td, 280.18, 163.58
2024-07-20, fmrif3td, 287.72, 163.35
2024-07-21, fmrif3td, 282.24, 157.61
2024-07-22, fmrif3td, 290.8, 158.64
2024-07-23, fmrif3td, 280.29, 153.37
2024-07-24, fmrif3td, 287.58, 158.28
2024-07-25, fmrif3td, 284.72, 164.63
2024-07-26, fmrif3td, 321.23, 135.16
2024-07-27, fmrif3td, 279.32, 164.92
2024-07-28, fmrif3td, 285.86, 163.77
2024-07-29, fmrif3td, 285.47, 163.89
2024-07-30, fmrif3td, 279.16, 151.35
2024-07-31, fmrif3td, 288.98, 161.18
2024-08-01, fmrif3td, 289.12, 162.28
2024-08-02, fmrif3td, 302.65, 157.49
2024-08-03, fmrif3td, 294.83, 160.79
2024-08-05, fmrif3td, 285.31, 153.72
2024-08-06, fmrif3td, 276.72, 191.49
2024-08-07, fmrif3td, 297.86, 170.25
2024-08-08, fmrif3td, 285.73, 161.3
2024-08-09, fmrif3td, 276.81, 162.09
2024-08-10, fmrif3td, 273.05, 158.89
2024-08-11, fmrif3td, 287.61, 149.26
2024-08-12, fmrif3td, 281.68, 160.05
2024-08-14, fmrif3td, 295.88, 154.34
2024-08-15, fmrif3td, 280.97, 160.28
2024-08-16, fmrif3td, 282.02, 155.35
2024-08-17, fmrif3td, 288.75, 156.22
2024-08-19, fmrif3td, 278.26, 158.1
2024-08-20, fmrif3td, 277.16, 152.84
2024-08-21, fmrif3td, 273.5, 156.46
2024-08-22, fmrif3td, 283.6, 158.07
2024-08-23, fmrif3td, 288.19, 148.88
2024-08-24, fmrif3td, 87.21, 65.11
2024-08-25, fmrif3td, 87.51, 67.44
2024-08-26, fmrif3td, 141.29, 73.19
2024-08-27, fmrif3td, 281.25, 152.27
2024-08-28, fmrif3td, 281.62, 149.73
2024-08-29, fmrif3td, 298.73, 149.53
2024-08-30, fmrif3td, 276.71, 154.61
2024-08-31, fmrif3td, 281.64, 153.25
2024-09-01, fmrif3td, 284.61, 160.5
2024-09-03, fmrif3td, 273.76, 148.47
2024-09-04, fmrif3td, 276.86, 200.9
2024-09-05, fmrif3td, 270.43, 146.82
2024-09-06, fmrif3td, 269.06, 156.14
2024-09-09, fmrif3td, 278.41, 148.94
2024-09-10, fmrif3td, 292.55, 153.28
2024-09-11, fmrif3td, 281.29, 153.27
2024-09-12, fmrif3td, 280.48, 154.3
2024-09-13, fmrif3td, 287.37, 149.66
2024-09-14, fmrif3td, 283.18, 146.27
2024-09-16, fmrif3td, 283.96, 144.35
2024-09-17, fmrif3td, 281.89, 150.62
2024-09-18, fmrif3td, 292.73, 154.72
2024-09-19, fmrif3td, 296.76, 158.01
2024-09-20, fmrif3td, 283.21, 153.28
2024-09-21, fmrif3td, 281.81, 156
2024-09-22, fmrif3td, 285.29, 148.45
2024-09-23, fmrif3td, 281.12, 153.87
2024-09-24, fmrif3td, 280.28, 153.12
2024-09-25, fmrif3td, 276.63, 144.28
2024-09-26, fmrif3td, 287.15, 155.29
2024-09-27, fmrif3td, 279.07, 153.29
2024-09-28, fmrif3td, 285.44, 154.47
2024-09-30, fmrif3td, 269.04, 149
2024-10-01, fmrif3td, 274.93, 154.52
2024-10-02, fmrif3td, 284.85, 150.96
2024-10-03, fmrif3td, 281.35, 145.16
2024-10-04, fmrif3td, 282.93, 143.61
2024-10-05, fmrif3td, 125.16, 94.21
2024-10-06, fmrif3td, 279.5, 155.31
2024-10-08, fmrif3td, 309, 144.17
2024-10-09, fmrif3td, 284.72, 146.9
2024-10-10, fmrif3td, 282.51, 143.87
2024-10-11, fmrif3td, 277.53, 142.45
2024-10-12, fmrif3td, 282.32, 138.68
2024-10-13, fmrif3td, 282.8, 138.83
2024-10-15, fmrif3td, 284.7, 141.84
2024-10-16, fmrif3td, 280.33, 145.74
2024-10-17, fmrif3td, 281.29, 141.79
2024-10-18, fmrif3td, 274.78, 147.36
2024-10-19, fmrif3td, 275.86, 139.84
2024-10-20, fmrif3td, 276.1, 149.5
2024-10-21, fmrif3td, 282.62, 144.96
2024-10-22, fmrif3td, 279.31, 144.77
2024-10-23, fmrif3td, 288.2, 145.43
2024-10-24, fmrif3td, 288.48, 139.29
2024-10-25, fmrif3td, 287.38, 157.35
2024-10-28, fmrif3td, 279.9, 147.12
2024-10-28, fmrif3tb, 453.76, 231.16
2024-10-29, fmrif3td, 267.13, 144.7
2024-10-30, fmrif3td, 283.86, 142.93
2024-10-31, fmrif3td, 111.49, 85.11
